brand,year,month,country,model,segment,engine_type,price_usd,marketing_spend_usd,dealership_count,fuel_price_usd,gdp_growth_percent,interest_rate_percent,competition_index,units_sold
AUDI,2017,8,Mexico,RS6,Sedan,Petrol,51083,222261,57.0,1.07,2.38,11.26,9,993
Toyota,2015,4,India,Supra,Sedan,Petrol,18523,206500,67.0,1.1,6.61,6.59,8,263
Audi,2022,1,UK,Q8,SUV,Petrol,58464,546443,40.0,1.81,1.21,4.75,6,880
Ford,2016,7,Australia,Explorer,SUV,Petrol,36986,392161,57.0,1.67,3.48,4.26,7,1986
Mercedes-Benz,2021,8,Canada,C-Class,Sedan,Diesel,116059,120686,25.0,1.36,1.9,3.75,3,1141
Volkswagen,2020,11,India,Touareg,SUV,Hybrid,30491,468397,23.0,1.05,7.46,6.26,6,669
Ford,2017,1,China,Mustang Mach-E,Electric,Electric,38586,614619,36.0,1.06,6.38,3.22,9,1629
BMW,2019,2,Japan,iX,Electric,Electric,45304,128012,179.0,1.4792484037805318,1.6949078226464351,-0.0956628504683076,9,613
Mercedes-Benz,2017,5,Australia,E-Class,Sedan,Diesel,36893,540553,64.0,1.55,2.71,4.41,3,396
Porsche,2016,10,Spain,Cayenne Coupe,SUV,Petrol,66868,129086,5.0,1.76,1.1,3.34,8,47
Tesla,2021,12,Canada,Model Y,Electric,Electric,100035,289787,39.0,1.35,,4.15,6,2383
Tesla,2021,8,Spain,Cybertruck,Electric,Electric,108291,157897,18.0,1.79,1.69,3.25,3,1472
Tesla,2024,7,Germany,Model X,Electric,Electrc,90657,32912,37.0,1.8,1.64,2.84,1,700
Volkswagen,2022,5,Mexico,ID.4,Electric,Electric,61764,94128,79.0,1.14,2.42,10.97,2,1527
Toyota,2018,12,Brazil,Camry,,Electric,40138,588351,94.0,1.28,3.52,10.73,2,2627
Toyota,2023,3,India,Yaris,Sedan,Electric,22540,309468,85.0,1.0,7.05,6.61,2,477
Ford,2015,9,Japan,Mustang,Sedan,Hybrid,67988,747677,108.0,1.45,0.9,0.36,6,2863
BMW,2022,4,Japan,X5,Sedan,Electric,41089,77302,337.0,1.5676657409422277,1.6699143978146032,0.3052713538814252,8,880
Mercedes-Benz,2020,6,Australia,GLC,SUV,Electric,118813,392761,30.0,1.54,,4.4,7,253
Mercedes-Benz,2021,12,Germany,S-Class,Sedan,Diesel,55739,246345,6.0,1.85,1.97,3.26,3,1250
Volkswagen,2023,6,Italy,Tiguan,SUV,Diesel,61751,586218,73.0,,1.07,3.49,9,1748
Toyota,2016,4,Italy,Corolla,Sedan,Hybrid,18579,596067,95.0,1.79,1.23,3.76,10,2162
Mercedes-Benz,2017,12,Italy,S-Class,Sedan,Diesel,127583,185436,57.0,1.88,0.61,3.72,6,440
Audi,2019,11,Brazil,e-tron,Electric,Electric,92294,102290,25.0,1.16,3.81,10.3,8,1180
Mercedes-Benz,2020,9,Australia,C-Class,Sedan,Diesel,96006,528719,54.0,1.51,2.58,4.02,5,821
Tesla,2019,1,Japan,Model Y,Electric,Electric,125725,64384,39.0,1.49,1.14,-0.01,3,463
Porsche,2019,3,UK,Macan,SUV,Petrol,119476,216047,7.0,1.9,1.0,5.23,9,473
Porsche,2021,4,Spain,Macan EV,Electric,Petrol,138789,144149,9.0,1.79,1.45,3.52,7,121
B M W,2016,8,Canada,X5,Sedan,Electric,64670,140054,224.0,1.3046781822748734,2.550616057841138,4.036733672969515,4,800
Ford,2015,1,France,Explorer,SUV,Petrol,86809,235603,98.0,1.76,1.66,3.75,9,844
Porsche,2024,8,Netherlands,Panamera Sport,Sedan,Electric,111458,211109,18.0,1.98,1.99,3.61,5,105
Toyota,2023,1,Netherlands,Yaris,Sedan,Petrol,86239,515902,17.0,2.05,2.25,3.33,6,2028
Mercedes-Benz,2019,10,Canada,GLE,,Diesel,75722,546635,50.0,1.4,2.3,3.9,1,645
BMW,2018,9,UK,i7,Sedan,Electric,94199,196895,92.0,1.806974580392385,1.4858717591863255,4.854065940632305,10,512
BMW,2024,3,Germany,iX,Electric,Petrol,59594,456965,82.0,1.939632342803949,2.2743948076661664,3.2917264466877616,1,288
Volkswagen,2022,1,Italy,T-Roc,SUV,Hybrid,29501,574444,21.0,1.76,0.84,3.54,6,2141
Mercedes-Benz,2020,6,China,EQS,Electric,Petrol,43990,277944,49.0,1.08,5.92,3.41,10,921
Volkswagen,2018,7,France,Touareg,SUV,Electric,71619,,23.0,1.74,2.08,3.42,10,167
Volkswagen,2016,12,Japan,  Polo  ,Sedan,Petrol,76461,409745,64.0,1.45,1.04,0.14,4,2136
Toyota,2019,6,India,Land Cruiser,SUV,Electric,45796,332074,,1.15,6.86,6.24,9,428
Volkswagen,2022,2,Mexico,Arteon,Sedan,Diesel,32144,452245,10.0,1.02,1.71,10.71,9,348
Ford,2018,6,Italy,F-150 Lightning,Electric,Hybrid,67541,341627,94.0,1.91,0.87,3.31,1,2050
Tesla,2015,4,China,Model X,Electric,Electric,73219,142580,38.0,1.0,5.84,3.49,1,109
Audi,2015,9,Australia,A6,Sedan,Electric,52658,171099,14.0,1.54,2.83,4.44,6,697
Mercedes-Benz,2022,4,Italy,A-Class,Sedan,Diesel,48790,381414,14.0,1.8,0.95,3.5,5,1259
Toyota,2017,1,Mexico,Supra,Sedan,Hybrid,43223,100551,38.0,1.05,2.39,11.2,10,1903
Porsche,2016,6,India,Taycan,Electric,Petrol,131428,273053,17.0,1.0,7.4,6.34,8,473
Mercedes-Benz,2023,4,UK,GLE,SUV,Petrol,112237,67532,44.0,1.82,1.61,5.12,9,487
Porshe,2021,9,India,Macan EV,Electric,Electric,170127,258746,8.0,1.11,6.8,6.71,5,70
Audi,2021,2,France,RS6,Sedan,Diesel,90776,440443,34.0,1.85,2.07,3.57,10,493
BMW,2020,11,India,7 Series,SUV,Diesel,42370,459337,374.0,0.9612606551363676,6.511353644767419,6.481196385196476,3,1043
Toyota,2024,10,Spain,Corolla,Sedan,Hybrid,59726,280757,60.0,1.83,1.09,3.26,6,1343
Ford,2021,4,Japan,Mustang Mach-E,Electric,Petrol,,65330,31.0,1.45,1.28,0.26,7,696
Audi,2015,3,UK,Q3,SUV,Hybrid,92075,386512,47.0,1.91,1.62,4.98,9,321
Audi,2017,10,Mexico,Q5,SUV,Electric,78215,492061,20.0,1.08,2.25,10.79,3,835
Tesla,2016,2,Australia,Cybertruck,Electric,Electric,40133,109280,38.0,1.51,3.43,4.36,2,1401
Toyota,2024,4,Spain,Camry,Sedan,Petrol,51560,622251,71.0,1.84,1.25,3.46,5,870
TOYOTA,2022,10,China,Camry,Sedan,Electric,60187,178677,35.0,1.09,5.93,3.55,7,2765
Porsche,2018,6,France,Taycan,Electric,Petrol,83308,265950,8.0,1.7,1.86,3.36,7,467
Volkswagen,2015,8,Japan,Golf,Sedan,diesel,2685234,433736,85.0,,0.82,0.19,10,2462
Ford,2019,6,USA,Mustang,Sedan,Petrol,70663,464169,114.0,0.97,2.99,4.29,7,573
TOYOTA,2021,3,USA,Camry,Sedan,Electric,43972,251936,10.0,0.96,2.62,4.51,6,237
Porsche,2019,3,Japan,911,Sedan,Electric,72156,251363,2.0,1.54,0.88,0.02,10,224
Mercedes-Benz,2019,6,India,GLC,SUV,Electric,125910,521493,18.0,0.95,6.71,6.5,3,439
Toyota,2022,6,Japan,bZ4X,Electric,Petrol,55290,620075,90.0,1.5,1.16,0.11,3,1387
Tesla,2022,12,Netherlands,Model Y,Electric,Electric,68456,199638,37.0,,2.16,3.74,6,341
Ford,2018,12,USA,Edge,SUV,Petrol,85102,506668,70.0,1.05,2.02,4.21,7,3823
Volkswagen,2020,7,India,T-Roc,SUV,Electric,65046,179939,89.0,0.99,7.17,6.71,10,937
BMW,2015,9,USA,X1,SUV,Hybrid,,316907,56.0,0.9215775370866404,2.541634214660867,4.580086931895688,7,255
Porsche,2020,10,France,718,Sedan,Electric,127707,281725,19.0,1.77,1.76,3.4,6,480
Volkswagen,2020,6,Spain,T-Roc,Suv,Petrol,47026,316455,30.0,1.79,0.95,3.39,10,1547
Toyota,2023,12,UK,Prius,Hybrid,Electric,36431,138345,76.0,1.86,1.06,5.22,4,1249
Ford,2020,4,China,Edge,SUV,,84735,470328,58.0,1.07,5.53,3.44,1,3501
Toyota,2022,12,Italy,Camry,Sedan,Hybrid,23608,76886,30.0,1.84,0.76,3.31,1,1917
Toyota,2017,2,Canada,C-HR,SUV,Hybrid,35012,,14.0,1.24,2.13,3.96,8,117
BMW,2018,9,Germany,3 Series,Electric,Petrol,64793,289654,96.0,1.8553755296294407,2.220872400531813,2.7366467759129183,9,500
Mercedes-Benz,2016,4,Japan,CLA,Sedan,Hybrid,34609,417328,41.0,1.57,0.93,-0.19,5,228
Volkswagen,2021,8,Canada,T-Roc,SUV,Petrol,42513,342905,77.0,1.31,2.45,4.16,7,2724
Audi,2017,8,Japan,RS6,Sedan,Electric,111233,132150,14.0,1.45,0.96,0.28,2,973
Toyota,2015,72,Australia,bZ4X,Electric,Electric,40346,257734,27.0,1.58,2.78,4.15,8,2430
BMW,2015,9,Brazil,X7,,Petrol,103876,315470,109.0,1.2896906613924313,3.4361265291353167,10.376679455725151,1,540
Mercedes-Benz,2018,7,Canada,EQE,Electric,Diesel,123138,223864,56.0,1.32,2.63,3.85,10,1020
Tesla,2024,5,Australlia,Semi,Electric,Electric,,,11.0,1.64,3.19,4.07,9,1446
Mercedes-Benz,2018,6,USA,GLE,SUV,diesel,44884,174495,6.0,0.99,2.28,4.72,1,575
Audi,2024,10,Australia,RS6,Sedan,Hybrid,46643,412220,37.0,1.64,2.61,4.02,6,126
Audi,2019,3,India,TT,Sedan,Hybrid,49254,251299,10.0,1.09,7.16,6.57,10,55
Toyota,2024,3,Australia,Corolla,Sedan,Hybrid,24732,405151,72.0,1.67,3.07,4.38,8,865
Porsche,2021,7,UK,Panamera Sport,Sedan,PETROL,60535,360970,21.0,1.88,1.89,4.99,1,41
Audi,2021,7,Netherlands,e-tron,Electric,Diesel,81410,139468,,2.06,2.37,3.44,2,41
Tesla,2024,8,Canada,Model Y LR,Electric,Electric,44370,164899,31.0,1.34,1.71,4.19,10,262
Toyota,2021,4,Brazil,Highlander,SUV,Hybrid,56444,563992,34.0,1.15,3.56,10.77,5,1548
Mercedes-Benz,2023,3,Japan,CLA,Sedan,Petrol,35951,237199,59.0,1.59,1.31,0.07,5,144
Volkswagen,2018,6,,Arteon,Sedan,Hybrid,66128,575258,33.0,1.24,2.15,4.07,5,752
BMW,2024,5,UK,i7,Sedan,Electric,56292,143109,371.0,1.9174026656727343,1.8672942009598024,5.125017786029021,3,931
Toyota,2016,5,Brazil,Yaris,Sedan,Electric,56750,682629,45.0,1.14,3.17,10.3,5,699
Audi,2020,2,Netherlands,Q5,SUV,electric,42607,,33.0,1.96,1.64,3.77,3,647
Audi,2021,9,USA,A4,Sedan,Petrol,60447,166859,38.0,0.97,2.4,4.56,7,
Porsche,2019,4,India,GTS,Sedan,Petrol,152613,301871,27.0,1.13,7.26,6.33,10,343
Tesla,2021,8,USA,Model X Plaid,Electric,Electric,45820,171797,5.0,0.99,2.68,4.61,3,96
Volkswagen,2018,6,Brazil,Taos,SUV,Electric,50128,426249,71.0,1.24,3.54,10.41,8,138
Tesla,2016,5,France,Model X Plaid,Electric,Electric,55511,91375,21.0,1.72,1.53,3.32,2,1979
Toyota,2016,1,Germany,Prius,Hybrid,Petrol,28843,661459,65.0,1.96,1.55,3.14,6,2548
Volkswagen,2020,2,Australia,Arteon,Sedan,Electric,74065,203848,49.0,1.64,2.85,4.46,4,1702
Tesla,2023,6,Netherlands,Semi,Electric,Electric,58551,281158,9.0,,2.25,3.27,6,2330
Toyota,2017,4,Netherlands,Camry,Sedan,Petrol,27521,441024,75.0,2.01,1.85,3.57,1,1472
BMW,2022,5,UK,X1,Electric,Diesel,88051,175549,48.0,1.8123444135591096,1.7885972112245307,4.7910049278396505,8,209
Tesla,2017,8,Japan,Model X,Electric,Electric,86511,15613,29.0,1.47,1.16,-0.08,5,1235
Ford,2021,8,,Mustang,Sedan,Hybrid,55034,116334,78.0,1.84,1.72,3.52,7,452
Porsche,2018,6,Mexico,Panamera,Sedan,Hybrid,131100,89577,9.0,1.08,1.85,11.12,9,305
BMW,2020,7,France,X1,SEDAN,Diesel,114854,409698,319.0,1.88296918021362,1.5983677727394798,3.451355269702729,2,807
Audi,2017,3,UK,Q5,SUV,Hybrid,53365,243813,23.0,1.78,1.32,5.07,9,458
BMW,2015,3,France,X3,Electric,Diesel,53610,128840,225.0,1.8892230924267264,1.2819281304952712,3.7170713726081104,4,675
Volkswagen,2018,12,UK,Touareg,SUV,Petrol,54377,348336,55.0,1.86,1.63,4.86,2,1985
Audi,2018,3,India,Q5,SUV,Electric,78051,412505,52.0,1.03,7.01,6.59,4,1062
Volkswagen,2020,6,Japan,Taos,SUV,Electric,66964,73615,62.0,1.56,1.32,0.23,3,2591
Porsche,2020,10,Netherlands,Taycan,,Electric,119314,231443,9.0,1.94,2.58,3.73,8,147
Porsche,2018,9,Netherlands,718,Sedan,Hybrid,194161,188686,13.0,2.02,2.18,3.52,4,361
Volkswagen,2018,12,Brazil,T-Roc,SUV,Diesel,22929,76063,30.0,1.27,3.54,10.65,2,
Volkswagen,2022,9,Japan,ID.4,Electric,Petrol,34000,425110,48.0,1.6,1.09,0.32,10,294
FORD,2024,10,Australia,Mustang Mach-E,Electric,Hybrid,49047,276076,36.0,1.63,3.34,4.1,8,1966
Volkswagen,2017,10,Australia,Tiguan,SUV,Petrol,22549,323935,68.0,1.57,3.19,4.28,5,529
Tesla,2020,4,China,Model X,Electric,Electric,41036,,26.0,1.08,5.97,3.74,6,1758
Ford,2021,6,Australia,Expedition,SUV,Electric,51497,,111.0,1.61,3.3,4.51,10,2227
BMW,2018,4,Japan,X3,Electric,Petrol,71824,411390,37.0,1.4249325362406533,1.6848411989623346,0.3033388518675605,4,191
Toyota,2016,8,Netherlands,RAV4,SUV,Petrol,40415,419743,28.0,2.06,2.46,3.33,1,1187
Porsche,2024,3,USA,Panamera,Sedan,Electric,163126,153681,18.0,0.93,2.15,4.45,3,204
Volkswagen,2023,5,,T-Roc,SUV,Hybrid,48585,508981,19.0,1.01,2.44,10.73,9,1750
Volkswagen,2022,10,Italy,Touareg,SUV,Electric,77580,243585,67.0,1.83,0.75,3.65,9,2346
Ford,2019,1,Germany,Explorer,SUV,Electric,24607,770009,87.0,1.94,1.66,3.0,3,803
Toyota,2016,3,Germany,bZ4X,Electric,Petrol,89508,539249,71.0,1.81,1.86,2.85,4,1245
Audi,2019,4,France,e-tron,Electric,Hybrid,50995,149529,32.0,1.79,1.14,3.33,10,812
Mercedes-Benz,2017,1,,EQE,Electrc,Petrol,58811,81063,32.0,1.95,1.07,3.7,9,1160
Toyota,2024,5,India,Yaris,Sedan,Electric,77570,551157,70.0,0.96,7.48,6.46,9,2292
Toyota,2017,4,Netherlands,Highlander,SUV,Petrol,41272,48939,81.0,2.0,1.96,3.4,5,1017
Porsche,2017,1,Mexico,Cayenne,SUV,Electric,73206,148160,9.0,,2.25,11.15,8,311
Porsche,2024,3,UK,  Cayenne Coupe  ,,Petrol,122347,167113,,1.93,1.84,4.81,8,337
Porsche,2015,10,Spain,Panamera,Sedan,Electric,132855,337425,15.0,1.81,1.68,3.23,4,152
BMW,2015,1,,3 Series,SUV,Hybrid,55827,425348,198.0,1.777019545720385,1.95300945546736,3.3766693352417514,2,706
BMW,2015,7,UK,X5,Sedan,Hybrid,107635,280063,282.0,1.928374428962147,1.3133479175851432,5.173359483065604,10,662
Ford,2017,9,India,Mustang Mach-E,Electric,Petrol,71241,381110,55.0,1.09,7.06,6.3,7,1240
Toyota,2018,10,Spain,Supra,,Petrol,87983,133917,90.0,1.75,0.81,3.43,4,1019
Tesla,2019,3,Canada,Model S,Electric,Electric,68738,229283,13.0,1.3,2.46,3.73,7,2447
Mercedes-Benz,2021,8,Canada,GLS,SUV,Diesel,78695,274894,,1.4,2.08,3.96,8,597
Ford,2022,8,Germany,Mustang Mach-E,Electric,Hybrid,77573,519626,58.0,1.97,2.12,2.89,3,
Porsche,2020,6,UK,Cayenne Coupe,SUV,Petrol,110879,135930,14.0,1.86,1.48,5.18,9,251
Audi,2019,10,Mexico,Q5,SUV,Hybrid,53813,77388,4.0,1.04,1.74,10.74,2,432
Toyota,2024,9,Netherlands,Land Cruiser,SUV,Hybrid,80846,68010,98.0,1.94,2.2,3.4,4,
Audi,2024,7,India,Q7,,Diesel,83930,505653,18.0,1.09,7.46,6.3,2,615
Ford,2020,8,Germany,Explorer,,Electric,unknown,207200,61.0,1.81,1.82,3.24,10,406
Porsche,2018,5,Brazil,Macan EV,Electric,Electric,145105,277857,16.0,1.22,3.92,10.52,5,249
Tesla,2016,11,Mexico,Model X,Electric,Electric,39511,49063,3.0,1.02,1.88,10.9,2,279
Ford,2016,1,France,F-150 Lightning,Electric,Electric,68080,529886,46.0,1.86,2.08,3.39,3,3527
Tesla,2020,3,Canada,Cybertruck,Electric,Electric,58011,36461,,1.22,,4.15,7,
Ford,2015,10,Spain,  Ranger  ,SUV,Petrol,23413,455285,87.0,1.65,1.51,3.28,6,2355
TESLA,2023,12,USA,Model Y,Electric,Electric,91770,214447,32.0,0.89,2.81,4.48,5,889
TESLA,2022,1,Australia,Model Y,Electric,Electric,105627,97079,38.0,1.64,2.79,4.36,7,2167
Volkswagen,2018,11,China,Golf,Sedan,Petrol,72997,134313,25.0,1.06,5.56,3.6,5,1891
Mercedes-Benz,2015,6,China,GLC,SUV,Petrol,41867,397868,,1.04,6.02,3.74,4,541
Volkswagen,2023,6,Italy,Polo,Sedan,Hybrid,79978,87127,66.0,1.84,1.18,3.67,2,2083
Porsche,2019,5,India,Panamera,Sedan,Petrol,118279,,8.0,1.14,7.39,6.72,4,
Mercedes-Benz,2016,2,France,EQS,Electric,Petrol,90536,88807,32.0,1.89,1.78,3.42,3,883
Toyota,2019,4,Australia,C-HR,SUV,Electric,35823,622397,42.0,1.54,3.17,4.42,7,1880
Toyota,2022,3,Spain,Prius,,Electric,46056,170680,62.0,1.78,0.85,3.56,6,2487
Porsche,2016,4,Brazil,Panamera Sport,Sedan,Petrol,185419,220183,21.0,1.16,3.24,10.69,8,489
Mercedes-Benz,2019,8,France,EQS,Electric,Petrol,71716,301888,56.0,1.84,1.39,3.39,7,1012
Audi,2022,10,Mexico,A4,Sedan,Petrol,70959,516807,42.0,1.18,1.72,11.1,2,109
Mercedes-Benz,2021,6,Australia,EQE,Electric,Petrol,78683,417433,50.0,1.66,3.08,4.49,7,984
Volkswagen,2023,2,USA,Touareg,SUV,Petrol,72427,372105,14.0,0.97,2.9,4.5,10,1913
Volkswagen,2021,3,Mexico,T-Roc,SUV,Petrol,60067,470810,55.0,1.06,1.54,10.83,8,216
Tesla,2019,4,Japan,Semi,Electric,Electric,53445,161802,30.0,1.41,1.64,-0.08,10,704
Volkswagen,2024,10,Mexico,Passat,Sedan,Petrol,33159,372423,22.0,1.09,1.91,11.07,3,2279
Volkswagen,2015,11,Canada,Passat,,Diesel,59673,528004,40.0,1.29,2.28,3.9,8,133
Toyota,2023,4,Spain,bZ4X,Electric,Petrol,25189,610995,36.0,1.67,1.62,3.74,2,2098
AUDI,2019,9,Italy,A3,Sedan,Hybrid,95510,350855,54.0,1.76,0.82,3.73,2,488
Toyota,2015,3,Netherlands,RAV4,SUV,Petrol,73878,84335,28.0,1.97,2.29,3.54,2,2924
Ford,2019,3,UK,F-150 Lightning,Electric,ELECTRIC,72352,,40.0,1.77,1.27,5.12,10,3248
Ford,2016,8,Canada,Mustang Mach-E,Electric,Electric,68776,562526,118.0,1.23,2.45,3.93,1,2211
Porsche,2017,7,Netherlands,Panamera,Sedan,Electric,128265,375575,22.0,2.05,2.47,3.45,7,496
Tesla,2015,2,UK,Model X Plaid,Electric,Electric,117601,193293,9.0,1.87,1.79,5.14,3,923
BMW,2020,11,France,iX,Sedan,Hybrid,65480,209762,325.0,1.7018663239654188,1.260071634954573,3.476934484651874,1,984
Audi,2016,12,Spain,RS6,Sedaan,Petrol,42333,507864,11.0,1.67,1.39,3.53,8,
Tesla,2015,4,UK,Cybertruck,Electric,Electric,102112,223356,11.0,1.93,1.37,4.73,7,96
Porsche,2020,4,France,718,,Petrol,147075,214451,29.0,1.86,1.91,3.21,4,390
Toyota,2024,2,Mexico,Highlander,SUV,Electric,57214,327279,50.0,1.17,2.42,10.92,5,1231
Ford,2018,2,Japan,Expedition,SUV,Electric,57304,715844,55.0,1.5,,-0.03,4,2142
Audi,2022,12,Germany,RS6,Sedan,Electric,69450,128799,57.0,1.84,2.07,2.95,2,1069
Ford,2019,9,USA,Bronco,SUV,Electric,,115126,59.0,1.07,2.56,4.64,2,2797
Toyota,2016,2,Italy,Camry,Sedan,Electric,23891,123138,85.0,1.81,0.56,3.43,2,1990
Mercedes-Benz,2024,7,China,EQE,Electric,Diesel,43726,398975,16.0,1.09,6.03,3.73,3,673
Frod,2023,7,Mexico,Explorer,SUV,,90715,221434,48.0,1.03,1.56,11.14,8,922
Audi,2020,10,China,A6,Sedan,Electric,73754,299860,13.0,1.07,5.86,3.31,10,884
Tesla,2015,7,Canada,Model S Plaid,Electric,Electric,89495,37725,12.0,1.28,1.92,4.08,8,600
Audi,2023,9,Mexico,A3,Sedan,Electric,47448,199546,46.0,1.02,2.22,10.98,9,1074
Toyota,2018,1,Germany,C-HR,SUV,,26198,378770,56.0,1.85,1.95,2.87,7,2916
Tesla,2015,2,Australia,Model X,Electric,Electric,78265,260485,27.0,1.59,2.72,4.19,7,1655
Mercedes-Benz,2022,5,Italy,GLC,SUV,Petrol,33076,497475,10.0,1.88,1.41,3.33,6,831
Toyota,2017,11,China,C-HR,SUV,Petrol,63535,395865,23.0,1.07,,3.77,1,1410
Volkswagen,2024,12,France,T-Roc,SUV,Hybrid,30669,324615,43.0,1.76,1.57,3.5,2,1852
Volkswagen,2016,1,Mexico,Golf,Sedan,Hybrid,59006,77856,34.0,1.13,1.67,11.11,3,1576
Porsche,2017,10,China,Cayenne Coupe,SUV,Petrol,180898,160347,21.0,1.01,6.36,3.46,6,305
Porsche,2024,5,UK,Cayenne Coupe,SUV,Hybrid,159353,361049,15.0,1.78,1.33,5.21,3,120
AUDI,2023,6,India,A4,Sedan,Hybrid,52199,118946,50.0,1.01,7.36,6.7,3,677
Volkswagen,2015,8,Australia,Tiguan,SUV,Petrol,56588,475228,47.0,1.57,2.93,4.18,5,672
Audi,2019,11,Mexico,Q8,SUV,Hybrid,100261,162162,18.0,1.14,2.27,11.27,3,264
Tesla,2024,1,Italy,Semi,Electric,Electric,83746,59557,27.0,1.86,0.82,3.48,1,939
Audi,2016,12,Spain,e-tron,Electric,Petrol,102928,394497,4.0,1.8,0.87,3.54,1,273
Audi,2017,1,Netherlands,RS6,Sedan,Diesel,41178,469977,33.0,2.08,2.57,3.25,8,833
Audi,2019,12,Mexico,Q3,SUV,,81733,369647,42.0,1.17,,10.84,3,928
Porsche,2019,11,Frnce,718,Sedan,Electric,83184,252337,5.0,1.83,1.34,3.47,3,270
Toyota,2018,12,Germany,Highlander,SUV,Petrol,74972,241588,93.0,1.97,1.37,3.3,6,1022
Ford,2021,2,Canada,Edge,SUV,Hybrid,23639,298798,111.0,1.26,2.24,4.08,10,2592
Volkswagen,2023,1,Australia,Taos,SUV,Diesel,46510,165529,81.0,1.7,2.51,4.01,10,1995
Porsche,2020,19,,Macan,SUV,Petrol,81810,361735,17.0,1.32,1.75,3.76,8,375
Ford,2023,5,Germnay,Explorer,SUV,Hybrid,37490,93676,117.0,1.93,1.94,2.92,7,1020
Audi,2023,8,Australia,A3,Sedan,Electric,70066,158107,42.0,1.53,2.77,4.48,1,354
BMW,2022,9,Germany,X7,Sedan,Hybrid,95354,329343,123.0,1.9392059593349944,1.85680126245835,3.2616928644964687,6,531
Audi,2016,11,Italy,A6,Sedan,Diesel,88927,392084,33.0,1.82,1.24,3.36,5,684
Toyota,2024,1,Mexico,Supra,Sedan,Petrol,82516,268689,87.0,1.07,2.48,11.25,9,208
Toyota,2018,11,UK,Corolla,Sedan,Petrol,43926,354978,64.0,1.93,,4.91,10,2022
Ford,2015,12,Australia,Bronco,SUV,Hybrid,8182548,517653,79.0,1.53,2.93,4.27,6,3887
Volkswagen,2018,11,UK,ID.3,Electric,Hybrid,40537,443273,19.0,1.89,1.18,4.9,6,1302
Toyota,2021,1,Italy,Land Cruiser,SUV,Electric,42208,265778,52.0,1.87,0.91,3.31,5,2991
Mercedes-Benz,2024,9,Netherlands,GLS,SUV,Electric,77651,81304,5.0,2.01,2.25,3.54,2,172
Porsche,2017,7,Spain,Macan EV,Electric,PETROL,146461,376468,29.0,1.74,1.55,3.55,10,85
Audi,2020,7,Japan,TT,Sedan,Electric,78356,239764,51.0,1.57,1.02,0.36,8,553
Ford,2018,3,Brazil,Mustang Mach-E,Electric,Hybrid,46933,439968,113.0,1.26,3.03,10.42,3,1427
Audi,2017,6,Canada,Q5,SUV,Petrol,76599,283719,13.0,1.38,2.47,3.97,1,379
Volkswagen,2019,12,Brazil,Tiguan,SUV,Hybrid,26931,543593,59.0,1.2,3.34,10.75,2,
TESLA,2023,6,Germany,Cybertruck,Electric,Electric,97052,174098,23.0,1.98,2.11,2.73,6,1256
Porsche,2022,8,Brazil,911,Sedan,Petrol,149230,266811,10.0,1.21,3.39,10.33,10,473
Audi,2019,3,Germany,Q3,SUV,Petrol,96922,528126,35.0,1.95,1.64,2.93,10,824
BMW,2020,8,Brazil,X7,Electric,Hybrid,72038,401136,,1.1717660968247006,3.6651972206962,10.513839254861471,7,407
Tesla,2017,8,Canada,Cybertruck,Electric,Electric,50718,278465,8.0,1.31,2.04,3.81,5,230
Ford,2015,2,Canada,Expedition,SUV,Electric,65512,580455,12.0,1.28,2.18,4.01,8,3354
Toyota,2024,7,Germany,Yaris,Sedan,Hybrid,80537,53306,31.0,1.89,1.74,3.23,7,315
Porsche,2018,11,Spain,718,sedan,Hybrid,83188,160483,6.0,1.85,1.09,3.56,8,172
Porsche,2017,2,USA,911,Sedan,Hybrid,164689,190470,23.0,0.93,2.0,4.43,5,315
Porsche,2018,9,Spain,Taycan,Electric,Petrol,183514,267309,24.0,1.68,0.9,3.4,7,227
Tesla,2022,7,Mexico,Cybertruck,Electric,Electric,108419,46223,8.0,1.08,2.0,10.86,7,1409
Porsche,2022,5,Australia,718,Sedan,Petrol,65725,395272,25.0,1.7,3.19,4.41,3,382
Mercedes-Benz,2023,7,Canada,CLA,Sedan,Petrol,95455,471992,50.0,,2.43,4.26,5,1154
Volkswagen,2023,5,USA,ID.3,Electric,Hybrid,61538,110760,74.0,0.97,2.39,4.39,10,2621
BMW,2017,7,China,X3,Electric,Petrol,70398,306323,324.0,1.0125379243243733,5.776169557820899,3.6241858924734296,10,951
BMW,2024,5,Japan,iX,Electric,Hybrid,49997,400036,146.0,1.459261624091198,1.0546221576407766,-0.0276566050075509,1,465
Ford,2019,1,Mexico,Mustang Mach-E,Electric,Petrol,31053,348499,18.0,1.04,1.7,10.8,10,3158
Volkswagen,2020,2,Spain,Touareg,SUV,Electric,27704,422115,77.0,1.81,1.22,3.57,3,
Ford,2019,8,Mexico,Escape,SUV,,61934,474734,69.0,1.1,1.7,10.87,1,2169
Mercedes-Benz,2022,9,USA,GLC,SUV,Electric,57935,311119,18.0,0.94,2.92,4.45,9,972
Mercedes-Benz,2018,4,Germany,GLC,SUV,Electric,79166,126194,60.0,1.8,2.03,2.92,4,601
Volkswagen,2020,10,INDIA,T-Roc,SUV,Petrol,,129964,11.0,1.01,7.47,6.63,6,1511
Tesla,2019,12,Mexico,Model Y,Electric,Electric,43007,290721,36.0,1.15,1.61,11.02,6,342
